ID,NOME,ANO_PESQUISA,INSTITUICAO_ENSINO_ALUNO,BOLSISTA,ANOS_PM,FASE,TURMA,PONTO_VIRADA,INDE,PEDRA,IAA,IEG,IPS,IDA,IPP,IPV,IAN,NIVEL_IDEAL,DEFASAGEM
633,ALUNO-633,2022,Instituição Pública,0,0,1,J,Não,6.86,Ágata,9.5,7.19,5.0,7.5,5.833,6.944,5.0,2.0,1.0
634,ALUNO-634,2022,Instituição Privada,1,4,2,A,Não,5.249,Quartzo,8.0,5.833,3.75,2.917,4.792,6.722,5.0,4.0,2.0
637,ALUNO-637,2022,Instituição Pública,0,0,2,P,Não,6.924,Ágata,9.0,9.389,7.5,3.75,6.458,7.5,5.0,3.0,1.0
638,ALUNO-638,2022,Instituição Pública,0,3,3,G,Não,4.312,Quartzo,9.167,3.636,5.0,1.778,5.625,3.75,5.0,5.0,2.0
641,ALUNO-641,2022,Instituição Pública,0,0,2,U,Não,6.313,Ágata,9.5,6.741,7.5,4.083,6.042,6.722,5.0,3.0,1.0
642,ALUNO-642,2022,Instituição Pública,0,3,1,D,Não,6.947,Ágata,0.0,9.365,5.0,9.083,6.458,8.056,5.0,2.0,1.0
643,ALUNO-643,2022,Instituição Pública,0,0,0,L,Não,8.06,Topázio,10.0,9.351,7.5,8.167,6.562,8.25,5.0,1.0,1.0
644,ALUNO-644,2022,Instituição Privada,1,4,3,A,Sim,8.442,Topázio,9.167,8.311,6.25,8.111,8.906,8.625,10.0,3.0,0.0
645,ALUNO-645,2022,Instituição Pública,0,2,1,A,Não,4.742,Quartzo,9.5,4.016,7.5,1.167,4.167,5.444,5.0,2.0,1.0
647,ALUNO-647,2022,Instituição Pública,0,4,2,P,Não,7.367,Ametista,9.5,8.946,5.0,6.917,6.667,7.889,5.0,3.0,1.0
649,ALUNO-649,2022,Instituição Pública,0,0,3,N,Sim,7.897,Ametista,8.75,10.0,6.875,6.444,8.125,8.667,5.0,4.0,1.0
650,ALUNO-650,2022,Instituição Pública,0,0,0,T,Não,6.922,Ágata,8.0,8.379,7.5,6.083,5.625,7.083,5.0,2.0,2.0
651,ALUNO-651,2022,Instituição Pública,0,0,1,H,Não,5.233,Quartzo,9.0,4.084,7.5,2.917,5.0,5.917,5.0,3.0,2.0
652,ALUNO-652,2022,Instituição Pública,0,0,2,I,Não,6.083,Ágata,7.417,7.463,5.0,4.933,5.625,6.5,5.0,3.0,1.0
654,ALUNO-654,2022,Instituição Pública,0,0,2,Q,Não,6.876,Ágata,7.0,7.871,7.5,6.25,6.458,7.278,5.0,3.0,1.0
656,ALUNO-656,2022,Instituição Pública,0,0,0,S,Sim,8.513,Topázio,10.0,9.345,7.5,9.583,5.938,9.417,5.0,1.0,1.0
657,ALUNO-657,2022,Instituição Privada,1,3,3,A,Sim,8.623,Topázio,9.167,9.545,8.75,6.778,8.75,8.458,10.0,3.0,0.0
658,ALUNO-658,2022,Instituição Pública,0,1,0,T,Não,5.989,Quartzo,10.0,6.038,7.5,2.833,5.312,7.167,5.0,2.0,2.0
662,ALUNO-662,2022,Instituição Pública,0,0,1,R,Não,8.101,Topázio,9.5,9.63,7.5,9.25,6.25,7.5,5.0,2.0,1.0
663,ALUNO-663,2022,Instituição Pública,0,4,2,D,Não,5.379,Quartzo,5.833,4.985,7.5,4.5,4.375,6.056,5.0,3.0,1.0
664,ALUNO-664,2022,Instituição Privada,1,3,6,A,Sim,8.843,Topázio,10.0,9.485,9.375,8.011,9.062,10.0,5.0,7.0,1.0
665,ALUNO-665,2022,Instituição Pública,0,0,0,D,Não,7.541,Ametista,9.5,9.474,7.5,7.0,5.625,7.417,5.0,1.0,1.0
667,ALUNO-667,2022,Instituição Pública,0,0,3,D,Não,6.1,Ágata,6.25,7.25,7.5,4.0,7.5,6.125,5.0,4.0,1.0
668,ALUNO-668,2022,Instituição Pública,0,2,2,K,Não,6.658,Ágata,9.0,7.325,7.5,5.25,6.042,6.944,5.0,3.0,1.0
669,ALUNO-669,2022,Instituição Pública,0,0,1,G,Não,6.026,Ágata,9.0,9.028,6.875,1.917,5.0,6.25,5.0,3.0,2.0
673,ALUNO-673,2022,Instituição Pública,0,0,3,N,Não,7.792,Ametista,9.167,9.136,5.625,5.167,7.969,8.278,10.0,3.0,0.0
674,ALUNO-674,2022,Instituição Pública,0,0,3,E,Não,6.549,Ágata,7.5,6.116,7.5,6.75,7.344,6.208,5.0,4.0,1.0
679,ALUNO-679,2022,Instituição Pública,0,0,0,L,Não,7.28,Ametista,10.0,9.683,7.5,6.667,5.938,7.083,2.5,3.0,3.0
681,ALUNO-681,2022,Instituição Pública,0,4,3,K,Não,6.665,Ágata,9.583,6.923,7.5,4.556,8.281,6.667,5.0,5.0,2.0
686,ALUNO-686,2022,Instituição Pública,0,4,1,G,Não,6.853,Ágata,8.5,7.35,6.875,6.583,5.625,7.333,5.0,3.0,2.0
687,ALUNO-687,2022,Instituição Pública,0,1,3,A,Não,6.328,Ágata,7.5,7.969,7.5,4.133,7.656,6.958,2.5,6.0,3.0
689,ALUNO-689,2022,Instituição Privada,1,5,3,B,Não,8.017,Ametista,8.75,9.25,5.0,6.333,8.75,8.25,10.0,3.0,0.0
690,ALUNO-690,2022,Instituição Pública,0,1,0,L,Não,7.402,Ametista,9.5,9.687,7.5,6.5,5.312,7.167,5.0,2.0,2.0
692,ALUNO-692,2022,Instituição Pública,0,0,2,Q,Sim,7.193,Ametista,6.417,8.178,6.25,7.333,6.458,8.389,5.0,3.0,1.0
693,ALUNO-693,2022,Instituição Pública,0,2,1,K,Não,7.435,Ametista,8.5,8.625,7.5,7.417,6.042,7.611,5.0,2.0,1.0
694,ALUNO-694,2022,Instituição Pública,0,1,0,N,Sim,7.432,Ametista,10.0,6.712,7.5,7.083,6.562,8.833,5.0,1.0,1.0
695,ALUNO-695,2022,Instituição Pública,0,2,1,A,Não,7.621,Ametista,10.0,9.881,7.5,7.25,5.0,7.222,5.0,2.0,1.0
697,ALUNO-697,2022,Instituição Pública,0,0,3,L,Não,4.097,Quartzo,0.0,5.605,6.25,0.0,7.344,6.833,2.5,6.0,3.0
700,ALUNO-700,2022,Instituição Pública,0,3,2,I,Não,6.104,Ágata,10.0,5.859,5.625,4.0,6.25,7.222,5.0,3.0,1.0
701,ALUNO-701,2022,Instituição Pública,0,0,3,M,Não,6.334,Ágata,9.167,7.729,6.875,4.789,7.344,6.208,2.5,6.0,3.0
703,ALUNO-703,2022,Instituição Pública,0,3,4,B,Não,6.825,Ágata,8.333,5.946,7.5,6.189,7.812,7.667,5.0,5.0,1.0
705,ALUNO-705,2022,Instituição Pública,0,0,3,E,Não,6.471,Ágata,9.167,6.416,7.5,3.333,6.875,5.833,10.0,3.0,0.0
706,ALUNO-706,2022,Instituição Pública,0,3,3,G,Não,6.715,Ágata,10.0,7.396,5.625,5.278,7.344,6.917,5.0,4.0,1.0
707,ALUNO-707,2022,Instituição Pública,0,3,3,D,Não,5.942,Quartzo,8.75,6.869,7.5,3.5,7.188,6.375,2.5,6.0,3.0
708,ALUNO-708,2022,Instituição Pública,0,3,1,J,Não,5.889,Quartzo,8.0,6.13,7.5,2.833,6.458,7.0,5.0,3.0,2.0
709,ALUNO-709,2022,Instituição Pública,0,1,1,K,Não,7.507,Ametista,9.5,9.253,7.5,7.083,5.625,7.389,5.0,2.0,1.0
710,ALUNO-710,2022,Instituição Privada,1,4,3,B,Sim,8.124,Topázio,9.167,9.099,7.5,5.111,8.906,8.625,10.0,3.0,0.0
711,ALUNO-711,2022,Instituição Pública,0,0,2,M,Não,5.557,Quartzo,8.5,7.259,5.0,2.583,5.833,5.778,5.0,3.0,1.0
715,ALUNO-715,2022,Instituição Pública,0,0,1,U,Não,6.996,Ágata,9.0,7.418,7.5,6.75,5.625,7.25,5.0,2.0,1.0
721,ALUNO-721,2022,Instituição Pública,0,3,3,G,Não,4.563,Quartzo,7.5,3.81,5.0,1.278,6.875,5.542,5.0,4.0,1.0
722,ALUNO-722,2022,Instituição Pública,0,1,1,M,Não,8.339,Topázio,9.5,9.71,7.5,9.583,6.25,8.278,5.0,3.0,2.0
723,ALUNO-723,2022,Instituição Pública,0,0,3,C,Não,4.44,Quartzo,0.0,5.12,7.5,3.444,5.938,4.417,5.0,4.0,1.0
727,ALUNO-727,2022,Instituição Pública,0,0,0,N,Não,5.702,Quartzo,9.5,5.033,7.5,2.583,5.625,7.083,5.0,2.0,2.0
728,ALUNO-728,2022,Instituição Pública,0,0,2,U,Não,7.624,Ametista,9.0,9.602,5.0,5.667,6.042,7.833,10.0,2.0,0.0
729,ALUNO-729,2022,Instituição Pública,0,1,4,B,Não,7.245,Ametista,7.083,8.359,6.25,7.167,7.812,7.625,5.0,6.0,2.0
732,ALUNO-732,2022,Instituição Privada,1,4,6,A,Não,7.37,Ametista,8.75,5.248,8.75,6.078,7.656,7.944,10.0,6.0,0.0
734,ALUNO-734,2022,Instituição Pública,0,0,3,A,Não,7.3,Ametista,8.333,8.835,7.5,3.75,7.5,7.25,10.0,3.0,0.0
735,ALUNO-735,2022,Instituição Pública,0,0,0,J,Não,6.82,Ágata,6.417,7.269,5.625,5.917,5.625,7.083,10.0,0.0,0.0
737,ALUNO-737,2022,Instituição Pública,0,3,2,U,Não,7.378,Ametista,8.0,9.683,7.5,6.333,6.25,7.5,5.0,3.0,1.0
738,ALUNO-738,2022,Instituição Privada,1,4,4,P,Não,7.007,Ágata,8.333,9.183,5.625,4.878,6.406,5.792,10.0,4.0,0.0
739,ALUNO-739,2022,Instituição Privada,1,6,4,A,Sim,7.973,Ametista,9.167,8.035,9.375,7.389,8.594,8.375,5.0,5.0,1.0
741,ALUNO-741,2022,Instituição Pública,0,1,5,L,Sim,7.54,Ametista,9.167,7.816,6.875,6.722,8.281,8.5,5.0,6.0,1.0
742,ALUNO-742,2022,Instituição Pública,0,1,4,F,Não,7.407,Ametista,7.917,7.61,6.875,5.689,7.344,7.667,10.0,4.0,0.0
743,ALUNO-743,2022,Instituição Pública,0,2,1,K,Não,7.381,Ametista,8.0,8.483,5.625,8.417,5.833,7.778,5.0,2.0,1.0
746,ALUNO-746,2022,Instituição Privada,1,4,3,F,Sim,8.51,Topázio,7.5,9.393,6.25,7.778,8.594,9.208,10.0,3.0,0.0
747,ALUNO-747,2022,Instituição Privada,1,3,5,A,Não,7.591,Ametista,7.917,8.865,5.625,6.778,6.25,7.417,10.0,5.0,0.0
751,ALUNO-751,2022,Instituição Pública,0,0,1,J,Não,7.59,Ametista,9.5,9.07,7.5,7.75,6.042,7.111,5.0,2.0,1.0
752,ALUNO-752,2022,Instituição Pública,0,0,0,J,Não,7.218,Ametista,8.5,9.048,5.625,7.167,5.625,7.5,5.0,1.0,1.0
753,ALUNO-753,2022,Instituição Pública,0,3,4,B,Não,5.061,Quartzo,7.917,3.441,7.5,1.778,4.844,4.958,10.0,4.0,0.0
754,ALUNO-754,2022,Instituição Pública,0,0,5,K,Não,6.596,Ágata,8.75,6.765,7.5,5.5,7.344,6.417,5.0,7.0,2.0
755,ALUNO-755,2022,Instituição Privada,1,5,5,L,Não,7.468,Ametista,7.5,8.792,5.0,6.944,8.125,6.292,10.0,5.0,0.0
757,ALUNO-757,2022,Instituição Pública,0,5,3,E,Não,6.196,Ágata,7.5,6.688,7.5,4.75,6.25,6.417,5.0,5.0,2.0
759,ALUNO-759,2022,Instituição Pública,0,0,0,U,Não,8.003,Ametista,9.0,8.618,7.5,7.833,5.625,7.5,10.0,0.0,0.0
760,ALUNO-760,2022,Instituição Pública,0,2,1,P,Não,7.059,Ametista,8.5,9.286,7.5,3.917,5.625,6.278,10.0,1.0,0.0
761,ALUNO-761,2022,Instituição Pública,0,0,0,U,Não,7.234,Ametista,10.0,8.609,7.5,6.0,5.625,7.5,5.0,1.0,1.0
762,ALUNO-762,2022,Instituição Pública,0,0,1,N,Não,6.621,Ágata,7.0,6.731,7.5,6.5,6.25,7.0,5.0,2.0,1.0
763,ALUNO-763,2022,Instituição Pública,0,1,1,D,Não,8.013,Ametista,9.0,9.335,7.5,8.583,6.458,8.167,5.0,2.0,1.0
764,ALUNO-764,2022,Instituição Pública,0,0,0,J,Não,6.896,Ágata,9.5,8.407,5.625,6.25,4.688,7.417,5.0,2.0,2.0
765,ALUNO-765,2022,Instituição Pública,0,0,0,Y,Sim,8.491,Topázio,10.0,8.81,7.5,8.667,5.625,8.417,10.0,0.0,0.0
766,ALUNO-766,2022,Instituição Pública,0,2,6,A,Não,4.952,Quartzo,0.0,4.617,7.5,4.767,6.25,6.0,5.0,7.0,1.0
768,ALUNO-768,2022,Instituição Privada,1,5,4,B,Não,7.084,Ametista,7.917,8.575,5.625,6.533,7.5,7.292,5.0,6.0,2.0
770,ALUNO-770,2022,Instituição Pública,0,1,3,C,Sim,8.465,Topázio,9.167,8.837,7.5,7.556,8.281,8.458,10.0,3.0,0.0
771,ALUNO-771,2022,Instituição Pública,0,0,0,G,Não,6.525,Ágata,8.917,8.112,7.5,6.667,3.438,5.417,5.0,1.0,1.0
772,ALUNO-772,2022,Instituição Pública,0,0,7,D,Não,7.226,Ametista,6.25,8.69,6.25,9.0,5.625,6.875,5.0,8.0,1.0
773,ALUNO-773,2022,Instituição Privada,1,6,3,F,Sim,8.656,Topázio,10.0,9.881,7.5,8.444,8.906,9.25,5.0,4.0,1.0
774,ALUNO-774,2022,Instituição Pública,0,0,3,F,Sim,8.639,Topázio,8.333,9.416,7.5,7.556,8.281,9.167,10.0,3.0,0.0
778,ALUNO-778,2022,Instituição Pública,0,0,0,Q,Não,6.818,Ágata,8.0,5.412,7.5,6.083,4.688,7.5,10.0,0.0,0.0
781,ALUNO-781,2022,Instituição Pública,0,2,3,L,Não,6.236,Ágata,0.0,7.765,6.25,6.789,7.5,7.25,5.0,4.0,1.0
783,ALUNO-783,2022,Instituição Pública,0,2,2,U,Não,6.535,Ágata,3.5,8.495,5.0,6.25,6.25,8.056,5.0,3.0,1.0
784,ALUNO-784,2022,Instituição Privada,1,1,3,B,Não,8.218,Topázio,8.75,9.737,4.375,7.278,8.438,8.292,10.0,3.0,0.0
787,ALUNO-787,2022,Instituição Pública,0,0,5,K,Não,6.671,Ágata,7.917,6.765,7.5,6.75,7.344,5.958,5.0,7.0,2.0
788,ALUNO-788,2022,Instituição Pública,0,0,5,A,Não,6.048,Ágata,8.75,8.44,6.25,2.111,5.208,7.083,5.0,7.0,2.0
790,ALUNO-790,2022,Instituição Privada,1,3,5,B,Não,8.404,Topázio,10.0,10.0,7.5,7.0,6.042,8.25,10.0,5.0,0.0
791,ALUNO-791,2022,Instituição Pública,0,0,0,L,Não,8.004,Ametista,9.0,8.793,7.5,7.5,5.625,7.667,10.0,0.0,0.0
792,ALUNO-792,2022,Instituição Pública,0,5,3,B,Não,5.554,Quartzo,0.0,6.185,5.0,4.611,7.031,5.958,10.0,3.0,0.0
794,ALUNO-794,2022,Instituição Privada,1,5,4,L,Não,7.302,Ametista,7.917,9.792,5.625,6.589,7.969,8.125,2.5,7.0,3.0
796,ALUNO-796,2022,Instituição Pública,0,4,4,A,Não,6.258,Ágata,7.5,6.407,7.5,4.556,7.656,6.5,5.0,5.0,1.0
798,ALUNO-798,2022,Instituição Pública,0,1,4,L,Não,6.49,Ágata,8.333,8.075,5.625,4.689,7.5,6.458,5.0,5.0,1.0
799,ALUNO-799,2022,Instituição Pública,0,0,2,J,Sim,7.897,Ametista,9.5,8.603,7.5,5.917,6.042,8.444,10.0,2.0,0.0
800,ALUNO-800,2022,Instituição Pública,0,0,1,J,Não,7.862,Ametista,9.5,9.28,7.5,9.0,5.833,7.111,5.0,2.0,1.0
801,ALUNO-801,2022,Instituição Pública,0,0,0,N,Não,6.955,Ágata,8.0,7.629,7.5,6.917,5.625,7.167,5.0,1.0,1.0
802,ALUNO-802,2022,Instituição Privada,1,1,1,B,Não,8.287,Topázio,9.5,9.718,7.5,7.417,6.042,7.778,10.0,0.0,-1.0
804,ALUNO-804,2022,Instituição Pública,0,0,1,C,Não,7.365,Ametista,9.0,9.27,7.5,6.167,5.833,7.722,5.0,2.0,1.0
805,ALUNO-805,2022,Instituição Pública,0,1,1,P,Não,6.613,Ágata,8.5,7.434,7.5,5.5,6.042,6.611,5.0,2.0,1.0
806,ALUNO-806,2022,Instituição Pública,0,0,0,Y,Não,7.412,Ametista,9.0,7.214,7.5,5.867,5.625,7.917,10.0,0.0,0.0
807,ALUNO-807,2022,Instituição Pública,0,3,1,J,Sim,8.814,Topázio,9.5,10.0,8.75,9.5,6.667,9.611,5.0,2.0,1.0
808,ALUNO-808,2022,Instituição Pública,0,0,0,Q,Não,6.644,Ágata,7.0,6.565,7.5,6.75,5.312,7.5,5.0,1.0,1.0
810,ALUNO-810,2022,Instituição Pública,0,0,2,U,Não,5.93,Quartzo,9.0,7.032,7.5,2.0,5.625,7.056,5.0,3.0,1.0
811,ALUNO-811,2022,Instituição Privada,1,4,2,F,Não,6.969,Ágata,8.0,7.867,5.0,7.25,6.458,7.5,5.0,3.0,1.0
812,ALUNO-812,2022,Instituição Pública,0,1,0,E,Não,7.675,Ametista,7.0,9.315,7.5,8.417,5.625,8.083,5.0,2.0,2.0
814,ALUNO-814,2022,Instituição Pública,0,3,2,I,Não,6.323,Ágata,7.0,8.238,7.5,3.667,6.25,6.833,5.0,3.0,1.0
815,ALUNO-815,2022,Instituição Pública,0,0,4,P,Não,6.581,Ágata,7.5,6.78,7.5,5.5,7.5,6.875,5.0,6.0,2.0
816,ALUNO-816,2022,Instituição Pública,0,0,3,B,Não,7.564,Ametista,8.333,7.115,7.5,7.5,7.656,6.458,10.0,3.0,0.0
817,ALUNO-817,2022,Instituição Pública,0,3,3,A,Não,7.28,Ametista,8.75,7.74,7.5,7.222,8.125,8.0,2.5,6.0,3.0
818,ALUNO-818,2022,Instituição Pública,0,1,0,Q,Não,7.831,Ametista,9.0,9.008,7.5,8.25,5.625,8.333,5.0,1.0,1.0
819,ALUNO-819,2022,Instituição Pública,0,0,0,L,Não,6.902,Ágata,8.5,9.291,7.5,4.333,5.938,7.417,5.0,1.0,1.0
820,ALUNO-820,2022,Instituição Privada,1,5,5,B,Não,7.305,Ametista,7.083,8.132,5.625,8.433,6.458,7.875,5.0,6.0,1.0
822,ALUNO-822,2022,Instituição Pública,0,1,1,C,Não,8.229,Topázio,9.0,9.595,5.625,8.333,6.25,7.778,10.0,1.0,0.0
823,ALUNO-823,2022,Instituição Privada,1,4,2,L,Não,7.913,Ametista,9.5,9.321,8.75,7.167,6.458,8.222,5.0,3.0,1.0
824,ALUNO-824,2022,Instituição Pública,0,3,2,U,Não,5.915,Quartzo,8.0,6.061,7.5,4.25,6.25,5.889,5.0,3.0,1.0
825,ALUNO-825,2022,Instituição Privada,1,4,3,B,Não,5.705,Quartzo,7.917,5.579,4.375,5.478,7.812,4.917,5.0,5.0,2.0
828,ALUNO-828,2022,Instituição Privada,1,6,6,A,Não,6.259,Ágata,9.583,4.846,8.125,3.833,7.969,7.278,5.0,7.0,1.0
829,ALUNO-829,2022,Instituição Pública,0,5,4,F,Não,7.118,Ametista,9.167,8.249,5.625,5.667,6.719,5.917,10.0,4.0,0.0
830,ALUNO-830,2022,Instituição Privada,1,5,5,B,Não,8.136,Topázio,9.583,9.242,6.25,7.167,6.458,8.125,10.0,5.0,0.0
831,ALUNO-831,2022,Instituição Pública,0,3,2,U,Não,6.446,Ágata,9.5,9.104,7.5,3.0,6.25,6.0,5.0,3.0,1.0
832,ALUNO-832,2022,Instituição Pública,0,0,3,E,Sim,8.62,Topázio,10.0,9.375,7.5,6.944,9.062,8.5,10.0,3.0,0.0
834,ALUNO-834,2022,Instituição Pública,0,1,3,A,Não,6.615,Ágata,7.917,7.739,7.5,4.5,7.5,6.875,5.0,5.0,2.0
835,ALUNO-835,2022,Instituição Pública,0,6,2,K,Não,5.661,Quartzo,9.5,6.182,5.0,3.25,6.25,6.0,5.0,3.0,1.0
836,ALUNO-836,2022,Instituição Pública,0,0,0,O,Não,6.894,Ágata,9.5,7.639,7.5,6.0,5.0,7.333,5.0,2.0,2.0
839,ALUNO-839,2022,Instituição Pública,0,0,1,D,Não,8.079,Topázio,10.0,9.855,7.5,8.0,6.25,8.167,5.0,3.0,2.0
840,ALUNO-840,2022,Instituição Pública,0,3,0,I,Não,7.151,Ametista,9.0,8.486,6.875,7.25,5.0,7.083,5.0,2.0,2.0
841,ALUNO-841,2022,Instituição Pública,0,0,0,Y,Não,6.839,Ágata,7.917,8.23,4.375,7.717,4.375,7.417,5.0,1.0,1.0
843,ALUNO-843,2022,Instituição Pública,0,1,7,A,Não,5.784,Quartzo,8.333,5.227,5.0,4.111,6.719,7.056,5.0,8.0,1.0
844,ALUNO-844,2022,Instituição Pública,0,0,1,R,Não,7.308,Ametista,8.5,8.611,7.5,6.75,6.25,7.556,5.0,3.0,2.0
847,ALUNO-847,2022,Instituição Pública,0,0,0,A,Não,7.862,Ametista,9.5,8.714,8.125,7.95,5.0,6.333,10.0,0.0,0.0
848,ALUNO-848,2022,Instituição Pública,0,3,3,M,Não,6.03,Ágata,7.5,7.188,7.5,3.917,7.344,5.375,5.0,4.0,1.0
850,ALUNO-850,2022,Instituição Privada,1,6,4,B,Não,7.388,Ametista,7.917,7.777,5.0,6.711,7.656,7.167,10.0,4.0,0.0
851,ALUNO-851,2022,Instituição Pública,0,3,1,L,Não,8.041,Ametista,10.0,9.683,7.5,8.583,6.042,7.667,5.0,2.0,1.0
852,ALUNO-852,2022,Instituição Pública,0,0,0,I,Não,7.347,Ametista,9.0,7.882,8.75,7.167,5.625,7.5,5.0,1.0,1.0
853,ALUNO-853,2022,Instituição Pública,0,0,1,U,Sim,7.929,Ametista,9.5,9.091,7.5,7.75,5.938,8.833,5.0,2.0,1.0
854,ALUNO-854,2022,Instituição Pública,0,0,2,M,Não,7.403,Ametista,9.0,8.092,7.5,5.667,6.458,6.778,10.0,2.0,0.0
855,ALUNO-855,2022,Instituição Pública,0,2,3,M,Não,6.355,Ágata,8.75,7.688,7.5,4.25,7.344,5.542,5.0,5.0,2.0
856,ALUNO-856,2022,Instituição Pública,0,0,5,B,Não,7.642,Ametista,9.167,9.271,7.5,7.167,6.042,7.917,5.0,7.0,2.0
857,ALUNO-857,2022,Instituição Pública,0,0,1,L,Não,7.78,Ametista,9.0,9.524,7.5,7.5,6.25,8.0,5.0,2.0,1.0
858,ALUNO-858,2022,Instituição Pública,0,3,2,D,Não,6.69,Ágata,10.0,8.399,5.0,4.583,4.375,8.278,5.0,3.0,1.0
859,ALUNO-859,2022,Instituição Pública,0,0,1,H,Não,7.729,Ametista,9.5,8.417,7.5,8.5,5.625,7.917,5.0,3.0,2.0
861,ALUNO-861,2022,Instituição Pública,0,2,4,H,Não,6.962,Ágata,9.583,6.278,6.875,6.878,7.188,7.333,5.0,6.0,2.0
862,ALUNO-862,2022,Instituição Pública,0,3,1,R,Sim,7.785,Ametista,7.5,9.163,7.5,8.25,6.25,8.389,5.0,3.0,2.0
863,ALUNO-863,2022,Instituição Pública,0,0,0,D,Não,8.68,Topázio,10.0,9.19,8.125,9.417,5.625,7.917,10.0,0.0,0.0
864,ALUNO-864,2022,Instituição Pública,0,0,2,Q,Não,7.68,Ametista,8.0,8.755,7.5,8.5,6.458,7.667,5.0,3.0,1.0
865,ALUNO-865,2022,Instituição Pública,0,1,1,K,Não,6.254,Ágata,7.5,7.389,7.5,4.583,6.042,6.278,5.0,2.0,1.0
866,ALUNO-866,2022,Instituição Privada,1,3,1,A,Sim,8.417,Topázio,7.5,9.729,7.5,9.583,6.875,9.333,5.0,2.0,1.0
868,ALUNO-868,2022,Instituição Pública,0,1,0,D,Não,7.569,Ametista,9.5,8.888,8.125,6.917,5.625,7.917,5.0,1.0,1.0
869,ALUNO-869,2022,Instituição Pública,0,0,1,P,Não,6.73,Ágata,9.0,8.352,7.5,4.75,6.042,6.778,5.0,2.0,1.0
870,ALUNO-870,2022,Instituição Pública,0,0,2,L,Sim,8.428,Topázio,10.0,10.0,7.5,8.0,6.667,9.556,5.0,3.0,1.0
872,ALUNO-872,2022,Instituição Pública,0,5,3,K,Não,5.527,Quartzo,7.083,5.728,5.625,4.333,7.188,5.125,5.0,4.0,1.0
876,ALUNO-876,2022,Instituição Pública,0,0,0,U,Não,7.41,Ametista,9.5,9.217,7.5,7.167,5.0,7.167,5.0,1.0,1.0
877,ALUNO-877,2022,Instituição Pública,0,3,3,M,Não,6.058,Ágata,7.917,6.608,7.5,4.75,7.031,5.208,5.0,4.0,1.0
879,ALUNO-879,2022,Instituição Pública,0,0,1,G,Não,6.625,Ágata,9.5,8.833,5.0,5.5,3.75,7.167,5.0,2.0,1.0
881,ALUNO-881,2022,Instituição Pública,0,0,1,E,Não,8.057,Ametista,9.5,9.848,7.5,7.833,6.875,8.167,5.0,2.0,1.0
882,ALUNO-882,2022,Instituição Pública,0,0,1,N,Não,7.577,Ametista,9.5,7.57,7.5,9.167,5.625,7.333,5.0,2.0,1.0
883,ALUNO-883,2022,Instituição Pública,0,0,1,E,Não,7.792,Ametista,9.5,9.667,7.5,5.5,6.25,7.167,10.0,1.0,0.0
884,ALUNO-884,2022,Instituição Pública,0,1,5,B,Não,5.537,Quartzo,6.667,5.995,7.5,4.9,4.583,6.167,2.5,8.0,3.0
885,ALUNO-885,2022,Instituição Pública,0,1,1,L,Não,8.018,Ametista,9.0,9.049,7.5,8.833,6.25,8.333,5.0,2.0,1.0
886,ALUNO-886,2022,Instituição Pública,0,2,1,M,Não,8.086,Topázio,9.5,9.667,7.5,7.25,6.25,6.889,10.0,1.0,0.0
887,ALUNO-887,2022,Instituição Pública,0,0,1,A,Não,5.853,Quartzo,9.0,7.222,7.5,0.0,4.583,6.5,10.0,1.0,0.0
889,ALUNO-889,2022,Instituição Pública,0,3,3,A,Não,7.832,Ametista,8.333,8.514,7.5,6.556,7.344,7.5,10.0,3.0,0.0
891,ALUNO-891,2022,Instituição Pública,0,0,1,D,Não,8.025,Ametista,8.5,10.0,7.5,6.5,6.25,7.5,10.0,1.0,0.0
893,ALUNO-893,2022,Instituição Pública,0,0,2,P,Não,5.607,Quartzo,0.0,7.0,7.5,3.5,6.458,5.556,10.0,2.0,0.0
895,ALUNO-895,2022,Instituição Pública,0,0,0,D,Não,7.944,Ametista,9.5,9.762,8.125,5.667,5.625,7.667,10.0,0.0,0.0
896,ALUNO-896,2022,Instituição Pública,0,0,2,U,Não,7.199,Ametista,8.5,9.185,7.5,5.833,5.625,7.667,5.0,3.0,1.0
900,ALUNO-900,2022,Instituição Pública,0,1,3,B,Não,7.078,Ametista,7.917,7.313,7.5,6.5,7.656,7.542,5.0,5.0,2.0
901,ALUNO-901,2022,Instituição Pública,0,0,1,J,Não,6.067,Ágata,8.5,5.843,7.5,3.75,6.042,7.222,5.0,2.0,1.0
902,ALUNO-902,2022,Instituição Pública,0,3,0,B,Não,7.518,Ametista,9.5,8.766,7.5,7.417,5.312,7.75,5.0,2.0,2.0
903,ALUNO-903,2022,Instituição Privada,1,2,2,L,Não,8.175,Topázio,8.0,9.383,7.5,7.5,6.042,8.222,10.0,2.0,0.0
905,ALUNO-905,2022,Instituição Pública,0,1,0,F,Sim,7.659,Ametista,9.5,6.652,7.5,9.1,6.25,8.417,5.0,2.0,2.0
909,ALUNO-909,2022,Instituição Pública,0,3,2,I,Não,6.654,Ágata,7.917,8.548,5.625,4.5,6.458,7.722,5.0,4.0,2.0
910,ALUNO-910,2022,Instituição Pública,0,6,7,A,Não,5.323,Quartzo,9.167,4.161,5.0,2.967,7.031,6.389,5.0,8.0,1.0
911,ALUNO-911,2022,Instituição Pública,0,3,4,A,Não,5.547,Quartzo,4.583,7.676,5.0,5.0,5.781,6.125,2.5,7.0,3.0
