NOME,ANO_INGRESSO_2022,BOLSISTA_2022,FASE_2022,TURMA_2022,PONTO_VIRADA_2022,INDE_2022,PEDRA_2022,CG_2022,CF_2022,CT_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,IPV_2022,IAN_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,NIVEL_IDEAL_2022,INDICADO_BOLSA_2022
ALUNO-407,2018,True,5,L,Sim,8.921,Topázio,7,5,4,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.615,8.125,7.722,8.906,9.583,10.0,7.0,6.667,9.5,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Fase 5 (1º EM),False
ALUNO-409,2022,False,2,U,Não,6.38,Ágata,664,121,12,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.75,8.394,5.0,5.5,6.042,7.111,5.0,5.0,6.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-410,2022,False,0,V,Não,5.198,Quartzo,811,188,7,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,5.132,7.5,5.367,5.312,6.583,5.0,5.767,4.967,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-411,2022,False,0,O,Não,7.405,Ametista,359,108,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.381,7.5,4.167,5.625,7.417,10.0,3.667,4.667,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-412,2022,False,1,K,Não,7.744,Ametista,219,57,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.394,7.5,5.75,6.042,7.056,10.0,3.0,8.5,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-413,2022,False,2,U,Não,6.826,Ágata,546,85,6,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,9.697,7.5,3.25,6.25,7.556,5.0,0.5,6.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-415,2022,False,4,A,Não,6.315,Ágata,681,61,11,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.727,7.5,3.667,7.031,6.708,2.5,4.833,5.833,0.333,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 8 (Universitários),False
ALUNO-416,2018,False,3,G,Não,7.022,Ágata,482,62,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,8.132,5.625,6.289,7.5,6.625,5.0,5.333,6.333,7.2,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 5 (1º EM),False
ALUNO-417,2022,False,1,J,Não,7.48,Ametista,322,83,6,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.006,7.5,6.75,5.625,6.833,10.0,4.5,9.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-418,2022,False,0,J,Não,6.707,Ágata,589,162,12,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.492,5.625,5.417,5.625,7.0,5.0,4.667,6.167,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-419,2022,False,4,L,Não,7.051,Ametista,470,39,9,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,8.257,7.5,5.167,7.5,6.833,5.0,4.333,6.833,4.333,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,Fase 6 (2º EM),True
ALUNO-420,2022,False,1,L,Sim,8.2,Topázio,85,19,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.234,7.5,9.083,6.25,8.556,5.0,8.333,9.833,0.0,3,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,,Fase 2 (5º e 6º ano),True
ALUNO-421,2018,False,5,A,Não,5.581,Quartzo,777,51,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.167,6.146,5.0,5.611,4.375,4.375,5.0,6.333,2.5,8.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 7 (3º EM),False
