NOME,ANO_INGRESSO_2022,BOLSISTA_2022,FASE_2022,TURMA_2022,PONTO_VIRADA_2022,INDE_2022,PEDRA_2022,CG_2022,CF_2022,CT_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,IPV_2022,IAN_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,NIVEL_IDEAL_2022,INDICADO_BOLSA_2022
ALUNO-1044,2021,False,0,F,Não,7.282,Ametista,400,117,6,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.0,8.448,7.5,7.317,5.625,7.583,5.0,7.067,7.567,0.0,2,Promovido de Fase,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-1045,2022,False,2,A,Não,7.902,Ametista,168,25,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.365,7.5,7.417,4.792,6.833,10.0,5.833,9.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-1048,2022,False,1,C,Não,7.039,Ametista,476,123,8,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.0,9.722,7.5,4.75,4.167,5.889,10.0,2.0,7.5,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-1049,2021,False,1,M,Não,7.107,Ametista,453,115,10,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.884,7.5,6.25,6.25,6.778,5.0,4.5,8.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Fase 2 (5º e 6º ano),False
ALUNO-1050,2021,False,0,N,Não,7.786,Ametista,205,54,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.866,7.5,8.25,5.625,7.75,5.0,8.0,8.5,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-1051,2019,False,3,G,Não,6.763,Ágata,566,74,6,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,7.188,5.625,5.833,8.125,7.042,5.0,6.167,5.833,5.5,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 4 (9º ano),True
ALUNO-1052,2022,False,2,F,Não,8.112,Topázio,111,16,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,7.955,6.875,8.417,6.667,7.667,10.0,7.833,9.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-1053,2022,False,5,B,Não,7.891,Ametista,173,11,4,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,9.416,7.5,9.25,5.833,7.25,5.0,8.5,10.0,0.0,3,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,,Fase 7 (3º EM),True
ALUNO-1054,2022,False,1,P,Não,7.776,Ametista,210,53,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.333,7.5,6.5,6.042,6.778,10.0,4.5,8.5,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-1055,2021,False,4,F,Não,7.457,Ametista,332,27,5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.667,8.604,5.625,6.278,7.344,7.583,10.0,6.0,6.833,6.0,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-1057,2021,False,3,M,Não,6.427,Ágata,656,85,6,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333,6.845,7.5,5.167,7.5,5.958,5.0,4.667,5.833,5.0,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-1058,2022,False,2,M,Não,7.764,Ametista,213,33,1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.0,8.699,7.5,7.25,6.458,6.889,10.0,6.5,8.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-1059,2022,False,3,L,Não,4.837,Quartzo,833,134,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,3.667,7.5,1.833,6.875,6.292,2.5,0.0,5.0,0.5,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Fase 6 (2º EM),False
ALUNO-1060,2022,False,3,C,Não,7.209,Ametista,425,51,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.583,8.653,7.5,3.5,7.031,6.833,10.0,5.0,2.0,0.0,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Fase 3 (7º e 8º ano),False
ALUNO-1062,2022,False,5,K,Não,6.243,Ágata,697,43,10,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.667,7.252,5.0,4.25,6.094,5.833,10.0,5.0,3.5,0.0,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 5 (1º EM),False
ALUNO-1063,2021,False,0,G,Não,5.552,Quartzo,783,185,13,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,4.574,7.5,4.167,4.375,6.083,5.0,5.0,3.333,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-1065,2021,False,0,L,Não,7.511,Ametista,304,87,8,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.003,7.5,7.0,5.938,7.583,5.0,7.333,6.667,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-1066,2021,False,4,L,Não,7.215,Ametista,423,34,8,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.667,8.489,7.5,5.522,6.875,6.542,10.0,4.667,5.5,6.4,4,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-1067,2018,False,2,J,Não,7.683,Ametista,239,39,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.893,7.5,4.917,6.042,8.333,10.0,4.167,5.667,0.0,3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Fase 2 (5º e 6º ano),False
ALUNO-1068,2021,False,7,A,Não,4.289,Quartzo,848,22,14,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333,3.333,6.875,1.022,3.75,5.111,5.0,1.667,1.4,0.0,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Fase 8 (Universitários),False
ALUNO-1069,2022,False,0,C,Não,6.864,Ágata,533,152,2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,6.175,5.0,8.0,5.625,7.833,5.0,8.0,8.0,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-1070,2019,False,1,G,Não,5.949,Quartzo,732,174,11,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.07,5.0,4.417,4.688,5.167,5.0,1.833,7.0,0.0,2,Mantido na Fase atual,Promovido de Fase,,,Fase 3 (7º e 8º ano),False
ALUNO-1071,2021,False,2,B,Não,5.75,Quartzo,754,139,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,5.418,5.625,3.583,6.042,6.667,5.0,1.333,5.833,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-1072,2020,False,3,B,Não,5.372,Quartzo,797,120,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.583,3.816,7.5,4.122,6.094,4.833,5.0,5.667,1.667,5.033,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Alocado em Fase anterior,Fase 4 (9º ano),False
ALUNO-1073,2021,False,1,D,Não,5.335,Quartzo,798,183,13,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.249,7.5,4.0,6.458,6.944,5.0,5.333,2.667,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-1074,2022,False,1,C,Não,6.582,Ágata,631,154,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.0,6.25,7.5,5.833,6.042,7.556,5.0,8.5,3.167,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-1075,2016,True,5,K,Sim,7.566,Ametista,286,18,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.58,5.625,6.744,7.969,8.458,5.0,6.167,7.167,6.9,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Fase 6 (2º EM),False
ALUNO-1076,2022,False,3,E,Não,6.116,Ágata,705,97,8,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,7.357,7.5,3.75,7.031,5.333,5.0,3.0,4.5,0.0,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Fase 4 (9º ano),False
ALUNO-1078,2019,False,2,Q,Não,6.512,Ágata,642,113,8,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.0,7.662,7.5,5.583,6.458,5.833,5.0,4.667,6.5,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-1080,2022,False,2,D,Não,5.412,Quartzo,795,150,10,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,6.481,7.5,0.0,6.042,7.556,5.0,0.0,0.0,0.0,3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Fase 3 (7º e 8º ano),False
ALUNO-1082,2022,False,1,E,Não,6.962,Ágata,499,130,5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.789,5.625,6.0,6.25,7.333,5.0,5.0,7.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-1084,2019,False,1,J,Não,6.464,Ágata,648,157,14,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.932,7.5,5.0,5.0,5.889,5.0,5.333,4.667,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-1085,2019,False,5,L,Não,6.158,Ágata,701,44,10,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,6.25,7.5,4.956,6.25,5.833,5.0,5.667,3.367,5.833,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Fase 6 (2º EM),False
ALUNO-1090,2018,False,1,K,Não,5.18,Quartzo,813,187,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,5.481,7.5,1.0,5.833,6.0,5.0,2.0,0.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-1091,2022,False,2,M,Não,5.519,Quartzo,789,147,14,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,4.866,7.5,2.25,6.458,6.5,5.0,3.167,1.333,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-1093,2016,False,7,A,Não,6.902,Ágata,524,10,4,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.917,7.37,7.5,4.733,8.281,8.056,5.0,3.5,5.5,5.2,4,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Fase 8 (Universitários),True
ALUNO-1095,2019,True,1,C,Não,8.903,Topázio,8,2,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.667,7.5,9.917,6.25,8.056,10.0,10.0,9.833,0.0,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Fase 1 (4º ano),False
ALUNO-1097,2017,True,4,A,Não,8.15,Topázio,100,10,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.692,5.625,6.678,7.969,8.0,10.0,8.333,5.667,6.033,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,Fase 4 (9º ano),False
ALUNO-1098,2021,False,0,A,Não,7.911,Ametista,165,44,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,8.62,8.125,9.3,5.312,8.167,5.0,9.533,9.067,0.0,2,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Fase 1 (4º ano),True
ALUNO-1099,2021,False,2,F,Não,7.304,Ametista,389,57,8,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,5.463,6.875,7.75,6.458,7.389,10.0,8.333,7.167,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-1101,2022,False,1,L,Não,6.44,Ágata,652,158,12,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.75,8.111,7.5,4.0,6.042,7.444,5.0,3.0,5.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-1102,2022,False,3,E,Não,4.245,Quartzo,852,145,13,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.886,7.5,0.0,6.094,4.542,10.0,0.0,0.0,0.0,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Fase 3 (7º e 8º ano),False
ALUNO-1103,2016,False,3,I,Não,6.012,Ágata,727,103,3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,7.443,5.0,3.278,6.094,6.292,5.0,2.333,4.833,2.667,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 5 (1º EM),False
ALUNO-1104,2021,False,1,E,Não,7.131,Ametista,447,114,4,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,7.365,7.5,7.083,6.25,7.333,5.0,6.5,7.667,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-1105,2016,False,2,A,Não,6.787,Ágata,560,87,9,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.505,4.375,5.083,6.042,7.889,5.0,4.5,5.667,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-1106,2022,False,2,J,Não,6.556,Ágata,637,111,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.016,6.25,5.583,5.0,6.556,5.0,4.667,6.5,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-1107,2021,False,3,A,Não,5.307,Quartzo,803,122,16,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,6.075,7.5,2.722,7.812,7.583,5.0,3.0,3.167,2.0,4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Fase 4 (9º ano),True
ALUNO-1108,2022,False,0,Y,Não,7.488,Ametista,315,91,6,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,7.0,7.5,8.95,5.312,7.833,5.0,9.8,8.1,0.0,2,Promovido de Fase,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-1109,2022,False,2,K,Não,7.195,Ametista,431,64,5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,9.296,7.5,6.0,6.25,7.056,5.0,4.0,8.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-1110,2019,False,2,D,Não,6.606,Ágata,625,108,8,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,6.966,7.5,4.583,6.458,7.5,5.0,3.333,5.833,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Fase 3 (7º e 8º ano),False
ALUNO-1111,2022,False,0,V,Não,7.875,Ametista,178,48,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.217,7.5,7.75,5.312,7.5,10.0,9.6,5.9,0.0,2,Promovido de Fase,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-1113,2022,False,7,D,Não,7.535,Ametista,296,5,4,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.083,10.0,6.25,7.75,7.188,7.167,5.0,9.0,6.5,0.0,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Mantido na Fase atual,Fase 8 (Universitários),True
ALUNO-1116,2022,False,1,A,Sim,7.576,Ametista,283,77,5,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.917,8.16,7.5,7.667,6.25,8.722,5.0,6.0,9.333,0.0,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Fase 2 (5º e 6º ano),False
ALUNO-1117,2021,False,0,G,Não,6.731,Ágata,575,161,8,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.0,5.925,7.5,7.583,5.625,7.083,5.0,7.333,7.833,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-1118,2022,False,3,B,Não,7.101,Ametista,455,56,6,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333,8.75,7.5,5.0,7.344,5.167,10.0,4.0,6.0,0.0,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Fase 3 (7º e 8º ano),False
ALUNO-1120,2022,False,1,N,Não,8.064,Topázio,127,30,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.167,7.5,7.25,6.25,7.278,10.0,6.5,8.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-1121,2022,False,0,N,Não,7.485,Ametista,317,93,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.423,7.5,6.0,5.0,7.0,10.0,5.667,6.333,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-1122,2021,True,5,K,Sim,8.712,Topázio,15,6,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.615,7.5,8.778,7.5,8.5,10.0,8.333,8.0,10.0,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Fase 5 (1º EM),False
ALUNO-1123,2019,True,4,P,Sim,7.816,Ametista,198,18,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.202,6.875,7.867,7.812,9.25,2.5,9.0,7.5,7.1,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 7 (3º EM),False
ALUNO-1124,2021,False,5,K,Sim,7.498,Ametista,312,21,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.083,9.213,5.625,6.467,7.5,9.208,5.0,6.833,6.167,6.4,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 7 (3º EM),True
ALUNO-1125,2022,False,1,F,Não,6.307,Ágata,686,165,9,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.722,5.625,3.25,5.0,6.0,5.0,1.0,5.5,0.0,2,Mantido na Fase atual,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-1126,2021,False,3,G,Não,4.786,Quartzo,835,135,11,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,5.8,5.625,3.444,7.5,5.625,5.0,1.333,5.5,3.5,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 5 (1º EM),False
ALUNO-1127,2018,True,3,A,Não,7.629,Ametista,261,33,8,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,9.737,5.0,7.167,7.812,7.333,5.0,6.333,7.167,8.0,4,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Fase 4 (9º ano),False
ALUNO-1128,2018,True,5,B,Sim,8.282,Topázio,64,8,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.057,8.75,8.667,6.458,9.417,5.0,8.167,8.167,9.667,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,,Fase 6 (2º EM),False
ALUNO-1130,2019,True,3,K,Não,8.815,Topázio,10,1,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.907,6.25,9.111,8.281,8.208,10.0,9.667,8.333,9.333,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Fase 3 (7º e 8º ano),False
