NOME,INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_2020,TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
ALUNO-739,Rede Decisão/União,13,4,3,A,Sim,8.704,A,Topázio,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,7.3,10.0,8.333,8.438,8.667,10.0
ALUNO-740,Escola Pública,10,0,0,D,Não,7.94,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,9.4,8.125,10.0,7.812,5.833,5.0
ALUNO-743,Rede Decisão/União,8,0,0,H,Não,7.993,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.8,5.0,10.0,2.5,6.917,10.0
ALUNO-744,Escola Pública,17,1,6,C,Não,5.075,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,5.417,4.6,5.0,2.667,6.719,7.042,5.0
ALUNO-745,Escola Pública,15,1,4,L,Não,5.955,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75,5.7,7.5,2.0,8.125,7.389,5.0
ALUNO-746,Rede Decisão/União,10,2,2,F,Sim,8.891,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.1,7.5,9.0,8.542,8.833,10.0
ALUNO-747,Escola Pública,13,1,3,B,Não,8.154,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,9.1,5.625,8.0,7.969,7.917,10.0
ALUNO-749,Escola Pública,14,2,4,L,Não,6.503,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,3.7,7.5,5.333,8.542,5.667,10.0
ALUNO-750,Escola Pública,16,0,4,B,Não,5.549,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583,6.4,6.875,0.0,8.125,6.556,5.0
ALUNO-753,Escola Pública,12,1,3,E,Não,6.485,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,6.6,7.5,2.333,8.125,6.722,10.0
ALUNO-755,Escola Pública,13,3,3,L,Não,7.735,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,7.5,5.0,8.0,8.438,7.5,10.0
ALUNO-756,Escola Pública,14,1,2,B,Não,7.434,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.9,7.5,9.0,4.375,6.333,5.0
ALUNO-757,Escola Pública,13,3,3,A,Não,6.24,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,5.417,4.3,7.5,4.667,7.969,6.792,10.0
ALUNO-758,Escola Pública,11,0,2,L,Não,7.436,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,7.5,7.5,4.25,7.917,8.222,10.0
ALUNO-760,Escola Pública,7,0,0,G,Não,8.641,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.8,7.5,10.0,7.812,6.25,10.0
ALUNO-766,Escola Pública,15,0,4,B,Não,6.824,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75,7.4,7.5,3.667,8.75,8.056,5.0
ALUNO-767,Escola Pública,13,2,3,L,Não,7.097,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,5.0,7.5,7.0,7.969,6.167,10.0
ALUNO-768,Rede Decisão/União,14,3,3,G,Sim,7.727,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,9.9,4.375,7.667,7.292,8.778,5.0
ALUNO-773,Escola Pública,12,4,2,E,Sim,7.855,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,5.6,7.5,9.5,8.958,8.944,5.0
ALUNO-776,Escola Pública,14,0,3,R,Não,5.591,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,5.2,7.5,1.667,7.292,6.611,5.0
ALUNO-777,Escola Pública,13,1,1,D,Não,7.012,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,7.8,5.0,7.25,7.188,7.417,5.0
ALUNO-779,Escola Pública,16,3,6,C,Não,6.48,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,3.9,7.5,4.0,7.5,7.625,10.0
ALUNO-780,Escola Pública,12,0,3,M,Não,8.104,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,8.2,7.5,8.333,7.969,6.667,10.0
ALUNO-782,Rede Decisão/União,14,3,5,B,Sim,8.436,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,8.7,9.375,5.667,9.167,9.167,10.0
ALUNO-783,Escola Pública,11,0,1,M,Não,6.996,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.0,7.5,4.5,8.125,7.917,5.0
ALUNO-785,Escola Pública,11,1,2,B,Não,8.813,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.5,7.5,9.0,8.125,7.75,10.0
ALUNO-786,Escola Pública,16,2,5,F,Não,5.065,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,1.9,7.5,3.0,7.188,6.833,5.0
ALUNO-789,Escola Pública,15,2,4,L,Não,4.682,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583,2.8,7.5,0.0,7.917,5.611,5.0
ALUNO-790,Escola Pública,13,1,3,C,Sim,9.198,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.9,7.5,8.667,9.792,9.778,10.0
ALUNO-792,Escola Pública,11,3,1,G,Não,7.783,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.5,4.375,10.0,8.125,7.167,5.0
ALUNO-793,Escola Pública,9,0,0,E,Não,8.119,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.833,10.0,7.5,10.0,7.188,7.333,5.0
ALUNO-794,Rede Decisão/União,11,3,2,L,Sim,8.281,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.6,6.25,6.5,7.917,8.722,10.0
ALUNO-795,Escola Pública,12,1,2,D,Não,7.971,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,9.7,7.5,7.0,7.812,8.0,5.0
ALUNO-796,Escola Pública,13,2,3,B,Não,8.615,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.8,7.5,8.333,7.969,7.625,10.0
ALUNO-797,Escola Pública,12,1,1,R,Não,6.857,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,6.8,4.375,6.5,6.875,8.111,5.0
ALUNO-803,Escola Pública,7,0,0,G,Não,6.979,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,5.625,7.0,2.5,4.333,10.0
ALUNO-807,Escola Pública,8,1,0,E,Não,8.092,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.5,10.0,6.25,9.0,2.5,7.833,10.0
ALUNO-811,Rede Decisão/União,11,2,2,B,Não,8.197,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.0,7.4,7.5,9.0,7.5,8.083,10.0
ALUNO-813,Escola Pública,9,2,1,F,Não,8.389,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.0,7.6,7.5,10.0,7.188,8.0,10.0
ALUNO-814,Escola Pública,11,1,1,E,Não,6.865,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,9.4,5.625,3.75,7.917,7.944,5.0
ALUNO-817,Escola Pública,10,1,2,B,Não,8.342,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.5,7.5,7.0,6.25,8.333,10.0
ALUNO-820,Rede Decisão/União,14,3,4,B,Sim,8.332,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.083,8.3,5.0,9.0,8.75,8.944,10.0
ALUNO-821,Escola Pública,12,1,1,R,Não,7.124,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,6.5,5.0,9.0,7.292,7.222,5.0
ALUNO-823,Rede Decisão/União,10,2,1,N,Não,8.451,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.4,8.125,9.5,7.917,8.333,5.0
ALUNO-824,Escola Pública,10,1,1,N,Não,7.751,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.0,6.25,9.5,6.875,7.444,5.0
ALUNO-825,Escola João Paulo II,13,2,3,A,Não,5.73,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,4.5,3.75,4.667,6.719,5.5,10.0
ALUNO-826,Escola Pública,11,0,2,L,Não,6.381,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.0,6.1,7.5,3.5,6.667,6.222,10.0
ALUNO-828,Rede Decisão/União,15,4,4,L,Sim,7.504,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.2,5.625,7.0,8.542,8.778,5.0
ALUNO-829,Escola Pública,12,3,3,F,Não,6.508,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,8.2,7.5,0.0,7.708,6.944,10.0
ALUNO-830,Rede Decisão/União,13,3,4,B,Sim,9.099,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,10.0,10.0,7.0,8.958,9.222,10.0
ALUNO-831,Escola Pública,11,1,0,H,Não,7.89,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,10.0,7.5,8.5,6.562,6.917,5.0
ALUNO-835,Escola Pública,11,4,2,M,Não,5.032,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,7.9,3.125,0.0,6.562,7.417,10.0
ALUNO-837,Escola Pública,16,1,6,A,Não,4.046,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,3.4,5.0,0.0,6.406,6.125,10.0
ALUNO-838,Rede Decisão/União,15,4,5,B,Não,7.913,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.333,8.4,5.0,7.333,8.333,8.0,10.0
ALUNO-840,Escola Pública,8,1,0,E,Não,7.488,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,4.375,10.0,2.5,4.5,10.0
ALUNO-842,Escola Pública,14,4,4,L,Não,4.604,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,3.9,4.375,0.0,5.833,4.222,10.0
ALUNO-846,Escola Pública,17,1,7,B,Não,6.988,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.083,6.4,5.625,6.167,6.875,7.583,10.0
ALUNO-848,Escola Pública,12,1,2,M,Não,7.433,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.3,6.875,7.0,7.188,7.583,5.0
ALUNO-849,Escola Pública,10,0,1,J,Não,7.858,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.6,7.5,9.0,7.292,7.833,5.0
ALUNO-850,Rede Decisão/União,12,4,3,B,Não,8.187,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.7,7.5,6.667,7.969,7.25,10.0
ALUNO-851,Escola Pública,9,1,0,H,Não,7.65,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,10.0,7.5,9.0,2.5,7.0,5.0
ALUNO-855,Escola Pública,13,0,2,L,Não,7.356,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,7.6,7.5,8.0,7.083,6.889,5.0
ALUNO-858,Escola Pública,10,1,1,A,Sim,8.59,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.7,6.875,9.5,8.125,9.25,5.0
ALUNO-860,Escola Pública,14,2,3,C,Sim,8.449,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,10.0,7.5,8.667,8.542,8.889,5.0
ALUNO-861,Escola Pública,14,0,3,J,Não,8.081,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583,8.8,7.5,8.667,8.125,7.833,5.0
ALUNO-862,Escola Pública,10,1,1,J,Não,8.346,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.5,6.875,10.0,7.083,8.0,5.0
ALUNO-866,Escola Pública,8,1,1,A,Não,8.559,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.7,7.5,9.0,7.188,7.25,10.0
ALUNO-872,Rede Decisão/União,12,3,2,N,Não,6.996,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.1,4.375,6.0,7.5,7.944,5.0
ALUNO-873,Escola Pública,11,0,1,K,Não,7.506,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.6,7.5,7.5,6.25,7.556,5.0
ALUNO-874,Rede Decisão/União,14,4,4,L,Não,7.707,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,8.0,5.0,6.333,8.542,8.056,10.0
ALUNO-877,Escola Pública,12,1,2,M,Não,7.543,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,8.3,7.5,7.5,7.5,7.917,5.0
ALUNO-880,Escola Pública,14,1,2,F,Não,4.811,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.417,5.8,5.0,0.5,6.875,5.611,5.0
ALUNO-886,Escola Pública,7,0,0,C,Não,8.717,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,10.0,7.5,8.5,7.5,7.583,10.0
ALUNO-888,Escola Pública,8,0,1,K,Não,6.594,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.5,7.9,7.5,0.0,7.917,8.111,10.0
ALUNO-889,Escola Pública,12,1,2,D,Não,7.634,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.7,7.5,7.0,8.438,7.5,5.0
ALUNO-890,Escola Pública,12,2,2,R,Não,6.868,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,7.9,6.875,5.5,6.667,7.167,5.0
ALUNO-892,Escola Pública,11,1,1,E,Não,7.698,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.4,7.5,6.5,7.292,7.944,5.0
ALUNO-894,Escola Pública,14,2,5,A,Não,8.799,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.4,8.125,8.0,8.958,8.056,10.0
ALUNO-898,Escola Pública,13,3,2,M,Não,7.105,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.917,7.9,4.375,7.5,8.125,7.917,5.0
ALUNO-899,Escola Pública,10,1,1,D,Não,7.813,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,9.5,7.5,7.5,8.125,7.75,5.0
ALUNO-902,Escola Pública,8,1,0,A,Não,7.717,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,7.5,8.0,2.5,6.083,10.0
ALUNO-903,Escola Pública,8,0,1,M,Não,8.886,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.2,7.5,10.0,8.125,7.917,10.0
ALUNO-904,Escola Pública,13,0,3,A,Não,7.939,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,8.5,7.5,7.0,7.969,6.667,10.0
ALUNO-906,Rede Decisão/União,16,3,4,A,Sim,8.928,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,10.0,10.0,7.667,9.167,9.889,5.0
