NOME,INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_2020,TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
ALUNO-80,Escola Pública,10,1,2,N,Não,6.5,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.917,9.2,7.5,0.0,7.292,7.444,10.0
ALUNO-81,Escola Pública,15,1,4,L,Sim,7.386,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,5.417,8.8,7.5,6.0,8.125,9.111,5.0
ALUNO-82,Escola Pública,9,0,0,D,Não,7.954,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,10.0,7.5,8.5,6.875,7.333,5.0
ALUNO-83,Rede Decisão/União,14,4,4,B,Sim,8.155,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.4,5.625,5.333,8.958,9.167,10.0
ALUNO-84,Escola Pública,8,0,0,B,Não,8.75,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,10.0,8.5,7.5,7.0,10.0
ALUNO-85,Escola Pública,9,1,0,D,Não,7.263,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.9,2.5,10.0,2.5,6.667,5.0
ALUNO-86,Escola Pública,17,1,6,A,Não,5.688,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,4.9,7.5,3.667,7.5,5.708,5.0
ALUNO-87,Rede Decisão/União,14,4,4,L,Sim,8.189,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.2,5.625,6.667,8.75,8.722,10.0
ALUNO-88,Rede Decisão/União,11,2,2,D,Sim,9.04,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.4,7.5,9.5,5.938,9.583,10.0
ALUNO-89,Escola Pública,9,1,0,G,Não,7.938,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,10.0,7.5,7.5,6.875,7.5,5.0
ALUNO-90,Escola Pública,14,1,3,M,Não,7.074,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,5.8,7.5,7.667,7.969,7.5,5.0
ALUNO-91,Escola Pública,10,2,2,H,Não,6.847,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,6.4,6.875,4.5,5.625,7.583,10.0
ALUNO-94,Escola Pública,12,1,3,B,Não,6.755,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.083,6.0,7.5,4.0,7.969,7.5,10.0
ALUNO-95,Escola Pública,15,1,3,A,Não,7.337,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583,8.2,7.5,6.667,7.969,6.792,5.0
ALUNO-96,Escola Pública,18,1,7,A,Sim,6.433,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,6.1,6.875,3.0,7.5,8.792,5.0
ALUNO-97,Escola Pública,12,2,2,D,Não,7.394,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.0,7.5,6.0,8.438,7.75,5.0
ALUNO-100,Escola Pública,12,2,1,M,Não,6.908,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,6.5,4.375,7.5,6.875,7.917,5.0
ALUNO-102,Escola Pública,9,0,1,J,Não,7.967,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.0,8.5,7.5,7.0,7.5,7.833,10.0
ALUNO-103,Escola Pública,8,0,0,F,Não,8.598,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,7.5,8.5,7.812,7.333,10.0
ALUNO-105,Escola Pública,13,0,3,B,Não,8.517,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.6,7.5,8.0,7.969,7.667,10.0
ALUNO-106,Escola Pública,10,0,0,H,Não,8.45,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,10.0,7.5,10.0,7.5,7.5,5.0
ALUNO-111,Escola Pública,14,0,3,L,Não,6.854,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,7.7,7.5,4.5,7.969,7.875,5.0
ALUNO-112,Escola Pública,14,2,3,H,Não,6.449,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,6.8,4.375,5.333,7.708,7.611,5.0
ALUNO-113,Escola Pública,11,1,1,M,Não,7.693,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.8,7.5,7.5,7.5,7.917,5.0
ALUNO-115,Escola Pública,15,1,4,A,Não,5.331,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,1.9,6.875,5.167,7.917,5.111,5.0
ALUNO-117,Escola Pública,10,0,1,M,Não,8.032,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,8.9,7.5,9.5,7.188,7.917,5.0
ALUNO-118,Escola Pública,8,1,1,D,Não,8.342,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.5,7.7,7.5,10.0,7.188,7.417,10.0
ALUNO-120,Escola Pública,9,1,0,A,Não,7.896,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,10.0,8.125,9.5,2.5,7.667,5.0
ALUNO-125,Escola Pública,10,0,1,C,Não,7.188,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.0,7.5,5.0,7.708,7.333,5.0
ALUNO-128,Escola Pública,9,1,0,G,Não,5.854,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.417,10.0,5.625,5.5,2.5,3.5,5.0
ALUNO-132,Escola Pública,14,3,4,F,Não,7.345,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,6.5,7.5,6.0,8.281,6.958,10.0
ALUNO-133,Escola Pública,10,1,0,D,Não,8.429,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,9.8,7.5,10.0,7.188,7.5,5.0
ALUNO-135,Escola Pública,9,1,1,A,Não,7.799,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.4,7.5,6.5,7.188,7.25,10.0
ALUNO-136,Escola Pública,16,2,5,A,Não,4.643,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,4.0,4.375,2.0,6.667,5.444,5.0
ALUNO-139,Escola Pública,17,0,5,L,Não,6.106,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,5.8,7.5,4.333,8.125,5.5,5.0
ALUNO-145,Rede Decisão/União,17,1,7,B,Sim,8.345,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,9.1,7.5,7.333,7.5,8.833,10.0
ALUNO-146,Escola Pública,9,2,1,C,Não,6.386,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,7.2,7.5,0.0,7.292,7.333,10.0
ALUNO-147,Escola Pública,13,1,2,C,Não,5.935,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.0,7.5,0.0,7.292,7.278,5.0
ALUNO-149,Escola Pública,16,1,6,B,Não,7.132,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,8.7,5.625,3.0,8.125,8.333,10.0
ALUNO-151,Escola Pública,11,1,1,R,Não,8.239,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.5,7.5,7.5,9.167,8.611,5.0
ALUNO-152,Rede Decisão/União,11,1,3,B,Não,7.964,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.25,9.0,7.5,6.333,7.969,8.625,10.0
ALUNO-153,Rede Decisão/União,13,3,4,F,Sim,8.168,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.0,7.5,4.667,8.594,9.125,10.0
ALUNO-154,Escola Pública,10,1,1,M,Não,5.885,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,7.1,7.5,0.0,7.812,7.917,5.0
ALUNO-156,Rede Decisão/União,12,2,2,J,Não,7.111,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.9,7.5,5.0,6.667,8.111,5.0
ALUNO-157,Escola Pública,10,1,1,H,Não,7.177,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,6.4,7.5,6.75,7.917,7.778,5.0
ALUNO-158,Escola Pública,14,2,3,E,Não,6.065,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,5.9,3.75,5.0,7.708,6.611,5.0
ALUNO-160,Escola Pública,10,2,1,H,Não,4.478,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,2.3,5.0,0.0,7.292,7.444,5.0
ALUNO-161,Estácio,18,4,8,A,Não se Aplica,8.892,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,7.917,10.0,7.5,9.0,0.0,0.0,10.0
ALUNO-162,Escola Pública,10,2,1,B,Não,7.954,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.8,7.5,8.5,8.438,7.75,5.0
ALUNO-163,Escola Pública,12,3,1,G,Não,6.44,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.2,5.0,6.25,2.5,7.75,5.0
ALUNO-164,Escola Pública,10,1,1,D,Não,7.709,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.7,7.5,7.5,7.188,7.75,5.0
ALUNO-165,Escola Pública,11,1,0,G,Não,8.431,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,10.0,7.5,10.0,7.812,7.5,5.0
ALUNO-168,Escola Pública,11,1,1,J,Não,8.082,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,8.8,7.5,8.5,7.5,8.111,5.0
ALUNO-169,Escola Pública,8,0,0,E,Não,7.8,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,5.0,10.0,2.5,5.75,10.0
ALUNO-173,Escola Pública,16,4,5,G,Não,3.738,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,0.9,3.125,2.833,5.625,4.125,5.0
ALUNO-174,Einstein,15,3,5,X,Não se Aplica,7.922,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,10.0,5.625,7.2,0.0,0.0,10.0
ALUNO-183,Escola Pública,11,2,0,E,Não,7.863,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,10.0,8.125,10.0,2.5,7.0,5.0
ALUNO-184,Escola Pública,9,2,1,H,Não,8.257,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.3,7.5,7.5,7.917,7.778,10.0
ALUNO-186,Escola Pública,16,0,3,J,Não,6.314,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75,5.8,7.5,5.667,8.125,6.667,2.5
ALUNO-187,Escola Pública,10,0,2,G,Não,6.414,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.5,8.0,7.5,0.0,7.917,7.111,10.0
ALUNO-188,Escola Pública,13,2,3,C,Sim,7.744,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.083,4.7,7.5,9.0,8.125,8.667,10.0
ALUNO-189,Escola Pública,10,0,1,C,Não,7.256,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,8.3,5.0,8.0,7.292,7.333,5.0
ALUNO-190,Rede Decisão/União,17,3,7,B,Sim,8.734,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.2,6.875,7.667,9.062,9.667,10.0
ALUNO-192,Escola Pública,11,2,1,H,Não,4.855,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.417,5.1,5.0,0.0,6.042,7.444,5.0
ALUNO-193,Escola Pública,13,4,3,F,Sim,8.539,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.8,5.0,7.0,8.125,9.333,10.0
ALUNO-194,Rede Decisão/União,17,3,6,A,Não,7.121,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,8.3,6.875,6.333,7.656,7.042,5.0
ALUNO-197,Escola Pública,12,1,3,F,Não,8.833,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.6,7.5,8.667,8.958,8.5,10.0
ALUNO-198,Escola Pública,16,3,6,A,Não,5.519,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,6.1,5.625,4.5,5.781,6.292,10.0
ALUNO-199,Escola Pública,14,1,3,C,Não,6.659,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.25,4.8,7.5,7.667,8.125,7.389,5.0
ALUNO-200,Escola Pública,13,4,4,F,Não,7.356,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,5.8,7.5,5.667,8.125,8.542,10.0
ALUNO-201,Escola Pública,14,1,3,L,Não,7.719,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.083,9.4,7.5,8.0,7.969,7.417,5.0
ALUNO-202,Escola Pública,12,2,2,R,Não,3.78,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0.0,2.9,6.875,0.0,6.458,6.833,5.0
ALUNO-206,Escola Pública,16,2,6,B,Não,5.216,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,4.3,7.5,2.0,7.812,7.125,10.0
ALUNO-208,Escola Pública,11,0,2,D,Não,7.843,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.4,7.5,5.0,8.125,7.5,10.0
ALUNO-209,Escola Pública,9,1,0,H,Sim,9.075,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,10.0,6.25,10.0,10.0,10.0,5.0
ALUNO-210,Rede Decisão/União,13,3,5,B,Não,8.213,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.1,7.5,5.667,8.542,8.278,10.0
ALUNO-212,Escola Pública,8,1,0,H,Não,6.346,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.417,10.0,4.375,7.0,2.5,2.583,10.0
ALUNO-213,Escola Pública,12,2,2,P,Não,8.082,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.7,5.0,9.0,8.75,7.833,5.0
ALUNO-215,Escola Pública,9,1,1,A,Não,8.875,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.3,7.5,10.0,7.812,7.667,10.0
ALUNO-216,UNISA,18,1,8,A,Não se Aplica,5.96,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,Não se Aplica,8.75,0.0,5.625,7.4,0.0,0.0,10.0
ALUNO-217,Escola Pública,9,1,1,B,Sim,8.943,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.0,9.4,7.5,9.5,8.125,9.0,10.0
ALUNO-219,Escola Pública,11,1,2,M,Não,7.832,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,7.9,8.75,5.0,8.438,7.917,10.0
ALUNO-222,Escola Pública,8,1,1,F,Não,8.479,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,7.8,7.5,9.5,7.188,8.25,10.0
ALUNO-223,Escola Pública,10,1,1,E,Não,6.593,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,5.2,6.875,5.0,8.542,8.056,5.0
